Country,Year,GHG Energy,GHG Fugi,GHG FC,GHG FC - Coal,GHG FC - Oil,GHG FC - Gas,CO2 MARBUNK,CO2 AVBUNK,CO2-TES,CO2-GDP,CO2-GDP PPP,CO2-POP
Brazil,2004,346.645802,20719.99688,325.9258051,48.9958778,229.8009239,36.75460916,10.16166452,3.337483956,35.396,0.236,0.141,1.696
Cuba,2004,25.41622816,858.72592,24.55750224,0.095901132,22.89081593,1.376636181,0.057560107,0.558687563,51.313,0.462,0.149,2.159
Curaçao,2004,,,5.629870718,0,5.629870718,0.0,6.368764286,0.239061679,62.419,1.936,1.54,25.643
Dominican Republic,2004,,,16.56613309,1.381284233,14.69601223,0.294846331,0.0,1.310638022,56.653,0.419,0.197,1.79
Ecuador,2004,34.05946772,11576.90698,22.48256074,0,21.77182673,0.563058584,2.218485111,0.574002042,49.882,0.343,0.19,1.63
El Salvador,2004,,,6.392546623,0.003036851,6.232210148,0.0,0.0,0.232789559,39.0,0.333,0.162,1.019
Guatemala,2004,,,11.71302399,1.042464378,8.969300738,0.0,0.683416946,0.143394921,26.451,0.238,0.116,0.778
Guyana,2004,1.724818211,0.0,1.724818211,0,1.690086928,0.0,0.0,0.031888919,49.183,0.557,0.277,2.2
Haiti,2004,,,2.153656261,0,1.564400723,0.0,0.0,0.073344664,11.557,0.141,0.064,0.172
Honduras,2004,,,7.590781141,0.435183411,6.676959064,0.0,0.0,0.006377784,42.101,0.505,0.241,0.953
Jamaica,2004,,,10.37941673,0.228655684,10.12066585,0.0,0.154403808,0.558057433,68.487,0.738,0.412,3.85
Nicaragua,2004,,,4.705212321,0,4.359863565,0.0,0.0,0.058299919,37.137,0.524,0.203,0.801
Panama,2004,,,5.327288981,0,5.253510603,0.0,8.408657107,0.538924082,50.322,0.213,0.115,1.597
Paraguay,2004,4.301445245,1.4696818,4.299975563,0,3.830092231,0.0,0.0,0.046363989,22.388,0.168,0.079,0.695
Peru,2004,31.62837474,1536.10384,30.0922709,3.422660046,23.35444074,2.288926169,0.248918269,1.368038076,49.35,0.28,0.151,1.031
Suriname,2004,,,1.390719053,0,1.375872154,0.006367925,0.0,0.098855799,58.409,0.38,0.202,2.671
Trinidad and Tobago,2004,22.00457227,6284.919943,15.71965233,0,2.717149313,12.99601415,2.247897133,0.947103445,27.101,0.83,0.552,11.496
Uruguay,2004,5.383109008,6.9558513,5.376153157,0.010414788,5.049847705,0.191856981,1.062876932,0.127191959,42.69,0.152,0.117,1.567
Venezuela,2004,345.0018746,210623.8076,134.378067,0,82.41939408,51.80081807,2.234901556,1.957594234,52.292,0.246,0.244,5.068
Other Non-OECD Americas,2004,,,18.17228204,3.567376117,13.20058964,1.370296724,0.7237075,1.865126571,104.015,0.12,0.107,3.256
Bahrain,2004,21.06862845,3207.053122,17.86157533,0,3.113949098,14.74762623,0.0,1.623150029,45.752,0.956,0.475,21.35
Islamic Rep. of Iran,2004,517.5847912,128366.6195,389.2181717,3.753953338,208.623459,176.8087244,2.903011,2.49690881,59.236,1.169,0.431,5.587
Iraq,2004,113.951595,39943.41405,74.00818099,0,72.08491934,1.920494239,0.35159712,1.84318432,64.693,0.732,0.352,2.628
Jordan,2004,17.70992575,367.877775,17.34204797,0,14.53614676,2.804831272,0.150746277,0.6170327,66.026,0.753,0.331,3.107
Kuwait,2004,82.47307472,25372.13685,57.10093787,0,36.16755161,20.93338626,2.530495086,1.70600839,57.277,0.69,0.436,26.359
Lebanon,2004,15.49524728,7.3545275,15.48789275,0.52746888,14.91618017,0.0,0.0,0.405653096,68.986,0.491,0.249,3.336
Oman,2004,44.41456908,19156.70534,25.25786374,0,11.11431325,14.1435505,0.121347851,0.609080003,68.171,0.535,0.275,10.171
Qatar,2004,50.82387749,19828.80715,30.99507034,0,5.655738733,25.33889899,0.0,1.077848163,44.223,0.661,0.448,39.675
Saudi Arabia,2004,349.4717261,65025.37953,284.4463466,0,192.1572971,92.28788118,7.078616846,5.794231438,55.233,0.667,0.283,11.922
Syrian Arab Republic ,2004,81.45330299,38638.67898,42.81462401,0.011702395,33.637085,9.165154032,3.555051155,0.369912361,58.691,1.387,1.614,2.35
United Arab Emirates,2004,132.7750668,27035.01403,105.7400527,0.501567281,27.23168684,78.00188096,34.19213313,10.8900936,60.04,0.439,0.262,26.324
Yemen,2004,39.78418966,21721.1064,18.06308326,0,18.05628534,0.0,0.404189743,0.325267874,68.925,0.37,0.229,0.861
Canada,2005,581.8305076,42733.74093,539.0967667,111.9478058,257.434439,167.3581262,2.860404796,10.01060812,47.024,0.402,0.393,16.489
Chile,2005,57.11961709,978.4757875,56.1411413,10.31026862,34.07309463,10.57885148,3.329762835,1.065092596,45.834,0.33,0.197,3.343
Colombia,2005,71.74293987,16881.25168,54.8616882,11.11127068,28.45542864,14.42455609,1.149801791,1.847018773,46.705,0.284,0.132,1.279
Costa Rica,2005,,,5.690725443,0.005002131,5.549550789,0.0,0.357820336,0.57384325,33.626,0.148,0.101,1.294
Mexico,2005,473.4745334,53897.3811,419.5771523,48.3157277,259.4612549,109.2805228,2.731957259,8.602329688,54.54,0.439,0.23,3.854
United States,2005,6014.383616,233217.6483,5781.165968,2190.042988,2370.97952,1182.500157,82.61849053,68.89618462,58.769,0.366,0.366,19.268
Australia,2005,405.3162358,36832.37533,368.4838605,207.7949439,111.5063387,47.7597773,2.764876349,8.161188823,76.66,0.388,0.43,18.052
Israel,2005,59.52952983,182.88086,59.34664897,29.67020042,26.50925746,3.164115315,0.814807909,3.23652191,76.126,0.288,0.29,8.447
Japan,2005,1197.962055,3951.52625,1194.010529,404.1205242,611.034081,169.7030131,20.04766285,21.58457199,54.391,0.28,0.239,9.262
Korea,2005,465.3654958,3816.563425,461.5489324,201.18479,187.6884649,64.29033337,33.59360854,7.321181855,51.982,0.448,0.34,9.498
New Zealand,2005,35.0935305,865.5817,34.2279488,8.981988554,18.21290253,6.888557171,1.001504519,2.227225096,48.227,0.235,0.242,8.111
Austria,2005,,,75.93787695,16.43563241,38.3573808,18.27151768,0.074633028,1.909501297,52.911,0.219,0.194,9.051
Belgium,2005,,,109.0355463,20.74610027,53.41235197,32.33966164,24.65391011,3.469573383,44.369,0.268,0.238,10.309
Czech Republic,2005,,,121.8493432,80.51922991,21.95660526,17.90911968,0.0,0.946945984,63.483,0.786,0.413,11.752
Denmark,2005,52.37198221,2985.903237,49.38607897,14.7493939,22.11502417,10.52784509,2.434440719,2.557989309,61.308,0.172,0.187,8.945
Estonia,2005,16.72715166,53.3793485,16.67377232,11.71032495,3.222055836,1.604931301,0.380441712,0.1513942,72.036,0.828,0.493,12.073
Finland,2005,,,56.31739616,20.89151459,25.59228286,8.375168941,1.606700357,1.251321489,38.139,0.246,0.248,10.469
France,2005,380.6974522,2289.7106,378.4077416,56.17999689,223.4524841,91.68426091,8.254966239,16.26717936,32.575,0.167,0.15,5.884
Germany,2005,804.623576,8276.204475,796.3473715,336.1657307,281.1142619,169.0186855,7.930257875,22.38850893,55.454,0.27,0.233,9.675
Greece,2005,,,96.3219326,38.72490947,51.9433774,5.223341614,9.152997361,2.327396566,74.983,0.39,0.264,8.661
Hungary,2005,,,55.62913448,12.67407223,15.54641878,26.69115523,0.0,0.802444351,46.592,0.481,0.228,5.425
Iceland,2005,,,2.232449968,0.418225917,1.813355499,0.0,0.201905094,0.399685131,16.316,0.152,0.164,7.449
Ireland,2005,,,44.91845563,11.24161828,25.64587162,8.011577704,0.327603755,2.376588572,72.414,0.213,0.191,10.65
Italy,2005,468.1644307,6315.5615,461.8488692,64.11589781,230.4726623,162.779914,7.235351353,8.97139099,58.494,0.237,0.194,7.847
Latvia,2005,,,8.040077316,0.33576521,4.14797451,3.184215397,0.822803205,0.175246412,39.981,0.322,0.177,3.386
Lithuania,2005,,,12.82691537,0.76968084,7.248799311,4.571518429,0.456203926,0.138352557,33.534,0.384,0.19,3.745
Luxembourg,2005,,,11.66732522,0.313898353,8.403358881,2.766783478,0.0,1.293143945,62.582,0.244,0.239,24.664
Netherlands,2005,170.3083312,313.3559388,169.9949753,31.17137762,57.13979554,78.60246337,49.22182171,10.79149495,50.41,0.245,0.22,10.328
Norway,2005,37.07181547,1876.617992,35.19519748,2.90072784,22.29614279,9.26483221,2.185514593,1.054553461,28.239,0.102,0.125,7.473
Poland,2005,303.0808683,1341.102618,301.7397657,218.7980923,57.60888779,23.22129303,1.02252453,0.956169447,76.795,0.908,0.425,7.763
Portugal,2005,,,62.52823561,13.4501963,39.20098603,8.69123156,1.837985785,2.176745857,55.412,0.304,0.197,5.845
Slovak Republic,2005,,,37.53332207,16.08721967,8.493221456,12.63950876,0.0,0.116830942,47.265,0.607,0.331,6.917
Slovenia,2005,15.85261531,48.8532441,15.80376206,6.284994199,7.351576325,1.887708066,0.068111874,0.067638935,48.945,0.401,0.265,7.711
Spain,2005,,,337.9185906,82.349251,186.9083768,66.91516865,25.2654385,9.275766495,56.362,0.292,0.216,7.643
Sweden,2005,50.38232126,41.4103175,50.34091094,10.08472617,35.65304302,1.734602846,6.18556695,1.887742891,22.585,0.117,0.123,5.401
Switzerland,2005,,,44.92135759,0.613463995,34.04250756,6.531850737,0.031566491,3.517227896,40.733,0.078,0.1,5.877
Republic of Türkiye,2005,,,220.0177574,89.71898289,75.91715774,52.42651799,3.342259026,3.246671858,61.391,0.411,0.176,3.155
United Kingdom,2005,549.8819628,13130.32728,536.7516355,150.9623454,184.5248449,197.6775446,6.409954258,36.0146983,56.98,0.204,0.216,8.8
Albania,2005,,,3.980465574,0.054054683,3.824401029,0.021125477,0.0,0.175246412,42.23,0.477,0.162,1.275
Armenia,2005,,,4.163359083,0,1.007023725,3.155117781,0.0,0.135277869,39.259,0.587,0.212,1.355
Azerbaijan,2005,33.88230118,4697.209765,29.18509142,0,11.99871296,17.17729814,0.0,1.109894544,51.612,1.293,0.476,3.458
Belarus,2005,,,55.75543703,2.524161758,15.94968539,36.8290589,0.0,0.0,48.949,1.464,0.483,5.691
Bosnia and Herzegovina,2005,,,16.05898854,12.03256891,3.258931124,0.701351087,0.0,0.01537254,75.149,1.236,0.487,3.873
Bulgaria,2005,,,47.00172893,28.6500538,12.10446928,5.662203618,0.34723264,0.564203515,55.632,1.157,0.445,6.054
Croatia,2005,,,20.54159347,2.76409518,12.7601992,4.554328198,0.079257737,0.257737606,48.817,0.405,0.207,4.62
Cyprus,2005,,,7.183016824,0.142363281,7.018927111,0.0,0.920012307,0.917566567,75.85,0.376,0.276,9.703
Georgia,2005,,,4.24428972,0.038698813,2.141990893,1.936592018,0.0,0.113756553,34.183,0.447,0.149,1.042
Gibraltar,2005,,,0.412356663,0,0.412356663,0.0,12.67439627,0.018446928,64.586,0.392,0.455,13.988
Kazakhstan,2005,215.9572066,57976.56935,157.9806373,103.2349474,26.00609936,28.73790142,0.0,0.491920069,73.652,1.449,0.656,10.359
Kosovo,2005,,,6.759133436,5.271699786,1.41788543,0.0,0.0,0.0,81.488,1.657,0.623,3.893
Kyrgyzstan,2005,,,4.949349703,2.237936211,1.473665091,1.237220549,0.0,0.38738698,45.396,1.146,0.305,0.947
Malta,2005,,,2.645384126,0,2.645384126,0.0,2.112632881,0.264406962,73.903,0.359,0.239,6.501
Republic of Moldova,2005,,,7.899149993,0.454730186,1.948664348,5.473914724,0.0,0.036893856,52.945,1.418,0.419,2.704
Montenegro,2005,,,2.076191265,1.217461555,0.806833276,0.0,0.0,0.039968543,46.881,0.651,0.26,3.265
Republic of North Macedonia,2005,,,9.01748023,6.177778504,2.619170413,0.147385002,0.0,0.018737303,72.78,1.211,0.424,4.36
Romania,2005,102.040743,9085.338375,92.95540467,34.9996884,27.63232974,28.76027666,0.0,0.376663741,56.605,0.677,0.281,4.285
Russian Federation,2005,2018.652607,527321.9343,1491.330673,416.167288,298.7873936,754.7454466,0.0,15.42784085,54.307,1.421,0.549,10.325
Serbia,2005,,,50.27752889,34.29256451,11.72409734,3.968815846,0.0,0.147576021,73.815,1.51,0.565,6.652
Tajikistan,2005,,,2.367889856,0.179606035,0.91692318,1.27136064,0.0,0.033819467,23.959,0.577,0.179,0.339
Turkmenistan,2005,139.1422081,90739.77353,48.40243462,0,14.81518468,33.58515944,0.0,1.352779891,64.046,2.433,1.144,9.856
Ukraine,2005,302.3616291,9831.412775,292.5302163,119.5508829,36.59440694,136.3506843,0.0,1.119118008,49.201,2.991,0.625,6.17
Uzbekistan,2005,140.6031593,27953.64105,112.6495183,4.346623363,14.69163613,93.61072743,0.0,0.0,61.151,2.737,1.128,4.286
Former Soviet Union (if no detail),2005,,,,,,,,,,,,
Former Yugoslavia (if no detail),2005,,,,,,,,,,,,
Algeria,2005,158.1703655,80125.63418,78.04473135,1.102835865,31.91299589,45.01634496,1.179724331,1.17351522,57.069,0.623,0.217,2.351
Angola,2005,32.04587308,24680.74454,7.365128545,0,4.789919763,1.248321138,0.339151336,0.567624259,18.849,0.096,0.054,0.307
Benin,2005,3.198588515,1.074873,3.197513642,0,2.730690209,0.0,0.0,0.031888919,25.588,0.356,0.133,0.329
Botswana,2005,4.515113426,0.5815985,4.514531827,2.288327947,2.049410206,0.0,0.0,0.031888919,52.295,0.413,0.18,2.26
Cameroon,2005,11.35931957,6336.599438,5.022720131,0,2.990649096,0.0,0.038308107,0.197711898,9.583,0.135,0.055,0.17
Congo,2005,10.32176062,9321.343586,1.000417038,0,0.814249076,0.045030647,0.0,0.108422625,18.554,0.107,0.057,0.23
Côte d'Ivoire,2005,8.071607619,915.786499,7.15582112,0,2.908818996,2.946205091,0.355188092,0.280623088,14.432,0.193,0.082,0.306
Dem. Rep. of Congo,2005,8.571180898,2601.825041,5.969355857,0,1.30980196,0.0,0.0,0.507035162,1.836,0.062,0.034,0.023
Egypt,2005,169.1238842,22789.71238,146.3341719,3.714049655,79.33551802,62.89572974,4.628542052,2.306922697,54.856,0.677,0.202,1.834
Equatorial Guinea,2005,12.28182722,9044.54,3.237287218,0,0.705266865,2.496642276,0.0,0.089289273,55.284,0.326,0.153,3.689
Eritrea,2005,0.6904528395,0.3197945,0.690133045,0,0.576848781,0.0,0.0,0.025511135,19.433,0.341,0.129,0.202
Kingdom of Eswatini,2005,1.152894684,0.0,1.152894684,0.351106917,0.646791011,0.0,0.0,0.003189042,25.327,0.329,0.137,0.917
Ethiopia,2005,13.62158455,2.180635,13.61940392,0,4.482599684,0.0,0.0,0.459201634,3.693,0.192,0.072,0.057
Gabon,2005,15.0231052,12850.96844,2.172136756,0,1.458798193,0.287518456,0.610129574,0.212968507,13.642,0.171,0.086,1.189
Ghana,2005,7.197917652,92.30908,7.105608572,0,6.417250042,0.0,0.118715607,0.395159045,25.72,0.243,0.083,0.28
Kenya,2005,10.26157508,3.461555,10.25811353,0.356505877,7.384817655,0.0,0.217803486,1.715628344,11.395,0.174,0.069,0.213
Libya,2005,106.1224849,61692.89598,44.42958897,0,35.11973,9.236515702,1.157470535,0.491090553,57.493,0.559,0.198,7.525
Madagascar,2005,2.681080768,0.0,2.681080768,0.066080648,1.604891845,0.0,0.034948151,0.159873873,8.203,0.191,0.058,0.088
Mauritius,2005,,,3.012106632,0.892973449,2.096875677,0.0,0.604282957,0.730258196,60.898,0.371,0.179,2.412
Morocco,2005,40.47252329,42.194455,40.43032884,12.51059708,25.97086585,0.880698252,0.428505033,1.17351522,63.883,0.553,0.226,1.294
Mozambique,2005,4.286870264,419.4624218,3.867407842,0,1.496359151,0.041948708,0.009625565,0.140311544,4.198,0.193,0.088,0.075
Namibia,2005,2.637713768,0.7521758,2.636961592,0.043147548,2.532118297,0.0,0.0,0.032499581,43.745,0.338,0.156,1.287
Niger,2005,1.260493879,0.2492,1.260244679,0.21010779,0.538182237,0.0,0.0,0.035077961,10.142,0.131,0.056,0.053
Nigeria,2005,211.6234959,126210.6821,85.41281374,0.803982555,38.83340015,18.69378692,1.28803193,0.711124844,12.936,0.216,0.109,0.409
Rwanda,2005,1.33194657,0.0,1.33194657,0,0.688891942,0.0,0.0,0.061511413,5.086,0.168,0.07,0.075
Senegal,2005,4.891453543,6.2231725,4.88523037,0.375396833,4.256870487,0.033608584,0.364598739,0.748084259,39.907,0.368,0.151,0.422
South Africa,2005,408.9988432,31339.88506,377.6589581,317.5555485,58.57789264,0.0,8.608602438,2.181313062,75.64,1.392,0.636,7.595
South Sudan,2005,2.8339225,2833.9225,,,,,,,,,,
Sudan,2005,14.71168113,2733.20453,11.9784766,0,10.05686143,0.0,0.048127823,0.31889009,15.614,0.125,0.062,0.267
United Rep. of Tanzania,2005,9.804407513,101.638825,9.702768688,0.171996212,4.468259597,0.785987447,0.143225048,0.162528273,7.667,0.209,0.084,0.136
Togo,2005,1.32749173,0.4929745,1.326998755,0,0.981493148,0.0,0.009625565,0.153067112,9.709,0.272,0.111,0.169
Tunisia,2005,22.42022896,2506.451143,19.91377782,0,11.82875426,7.781044148,0.05393335,0.659940023,55.931,0.578,0.219,1.875
Uganda,2005,4.336451835,0.0,4.336451835,0,1.888053563,0.0,0.0,0.114800408,4.05,0.122,0.042,0.067
Zambia,2005,,,3.512740787,0.327501594,1.833328006,0.0,0.0,0.173614787,6.854,0.195,0.076,0.183
Zimbabwe,2005,,,12.49235154,8.245044388,2.096320157,0.0,0.0,0.025458306,25.367,0.726,0.391,0.836
Other Africa,2005,,,27.27280277,2.841045708,14.17917782,0.0,1.022659344,1.309421114,10.684,0.295,0.117,0.168
Bangladesh,2005,37.84174281,2807.287213,35.0344556,1.917854779,11.09382413,19.08680099,0.183577418,0.768524899,32.92,0.25,0.087,0.226
Brunei Darussalam,2005,6.733556259,1879.353398,4.854202862,0,1.318472043,3.535730819,0.273810161,0.248734169,51.928,0.384,0.191,13.142
Cambodia,2005,,,3.44743393,0,2.712274948,0.0,0.0,0.043057899,16.491,0.288,0.099,0.201
DPR of Korea,2005,,,76.21292233,73.17103153,2.910084548,0.0,0.0,0.0,84.34,2.505,0.693,3.126
India,2005,1180.336963,59344.14025,1120.992823,714.4110777,313.123963,55.71504378,3.088502066,6.627050864,52.276,1.036,0.311,0.931
Indonesia,2005,402.18988,65726.36165,336.4635183,87.84189519,181.5951602,50.9520253,0.428984397,2.340652657,42.409,0.648,0.211,1.388
Lao People's Democratic Republic,2005,,,1.636403703,0.126831905,1.054757174,0.0,0.0,0.118829743,14.514,0.171,0.059,0.198
Malaysia,2005,174.6254843,16013.2392,158.6122451,27.41705825,65.81483154,65.29029637,0.193563443,4.813217354,57.754,0.841,0.338,6.061
Mongolia,2005,,,11.20713265,9.446659182,1.729657398,0.0,0.0,0.060589096,87.576,2.048,0.745,4.293
Myanmar,2005,,,14.33588919,1.374829544,6.371197417,3.014353297,0.009625565,0.028700177,17.13,0.381,0.104,0.223
Nepal,2005,,,5.95220049,0.981885952,2.123763792,0.0,0.0,0.193246102,8.04,0.199,0.058,0.117
Pakistan,2005,136.4557105,11734.04098,124.7216695,14.73124531,48.36937984,52.80295356,0.255520995,2.460825611,35.988,0.558,0.171,0.659
Philippines,2005,72.71236666,988.309185,71.72405748,20.99523262,42.6137651,6.3504677,0.374115506,2.289171473,43.241,0.386,0.161,0.803
Singapore,2005,,,37.12733925,0.009111003,24.28907474,12.04020318,79.4274383,13.58790305,41.946,0.207,0.132,8.65
Sri Lanka,2005,,,14.83013012,0.262782593,13.29312127,0.0,0.540305514,0.942963349,35.537,0.292,0.097,0.685
Chinese Taipei,2005,,,263.3534683,140.290153,96.77813306,23.53124279,8.784660017,6.799043873,57.324,0.697,0.338,11.501
Thailand,2005,215.6659316,10327.46313,205.3384685,48.07067107,94.0728225,60.99595915,5.233945553,9.062748224,48.308,0.698,0.258,3.06
Viet Nam,2005,101.1783964,16746.94299,84.43145345,34.50134454,34.73098543,11.03061115,0.796428087,0.837219663,45.827,0.607,0.207,0.953
Other Asia,2005,,,15.98755172,0.810720122,13.55852481,0.642101965,0.767329883,0.736080617,27.02,0.217,0.139,0.415
People's Rep. of China,2005,5829.46519,305402.1135,5524.063077,4612.786337,780.2025943,71.77778765,16.30885887,10.07335679,72.504,1.216,0.756,4.148
"Hong Kong, China",2005,,,42.37638676,27.31284266,8.536616076,6.525785784,17.98192522,14.86027407,79.137,0.191,0.143,6.179
"China (incl. Hong Kong, China)",2005,5871.841577,305402.1135,5566.439463,4640.09918,788.7392104,78.30357343,34.29078409,24.93363085,72.551,1.168,0.732,4.158
Argentina,2005,171.9390668,28688.90158,143.2501653,5.727454448,53.77066995,83.50232272,2.217826592,2.343358238,51.005,0.301,0.223,3.63
Bolivia,2005,12.13399527,2964.4296,9.169565671,0,5.660677855,3.402218045,0.0,0.175389505,40.294,0.444,0.189,0.956
Brazil,2005,351.2066018,24180.3441,327.0262577,45.73785558,231.2630311,39.45593725,11.03620331,3.337483956,34.611,0.23,0.137,1.682
Cuba,2005,26.13933469,798.5905725,25.34074412,0.081555595,23.66267882,1.447176387,0.063955743,0.536601126,56.09,0.429,0.138,2.228
Curaçao,2005,,,5.907261528,0,5.907261528,0.0,6.412519005,0.24225072,68.514,2.019,1.605,26.668
Dominican Republic,2005,,,17.94087618,1.486768465,15.8514369,0.407650178,0.0,1.317015806,58.855,0.415,0.195,1.915
Ecuador,2005,35.92539847,11654.41949,24.27097898,0,23.46410321,0.653928179,2.097137585,0.628213355,49.702,0.352,0.195,1.731
El Salvador,2005,,,6.627567927,0.003036851,6.455036165,0.0,0.0,0.242356385,39.356,0.335,0.164,1.055
Guatemala,2005,,,12.47751245,1.00321889,9.718721514,0.0,0.728336247,0.226306111,27.697,0.247,0.121,0.817
Guyana,2005,1.530165553,0.0,1.530165553,0,1.499124499,0.0,0.0,0.028700177,49.759,0.503,0.251,1.949
Haiti,2005,,,2.20910302,0,1.603275042,0.0,0.0,0.073344664,11.477,0.14,0.064,0.174
Honduras,2005,,,7.033536157,0.088511826,6.437267702,0.0,0.0,0.006377784,38.977,0.437,0.209,0.854
Jamaica,2005,,,10.4039332,0.145061004,10.23135702,0.0,0.257082659,0.605890962,70.128,0.733,0.409,3.841
Nicaragua,2005,,,4.512495139,0,4.163785574,0.0,0.0,0.052163117,34.898,0.48,0.186,0.755
Panama,2005,,,6.843046677,0,6.769748579,0.0,7.371175688,0.570813001,57.47,0.257,0.138,2.022
Paraguay,2005,3.998099407,1.367794,3.996731613,0,3.534405486,0.0,0.0,0.043466221,20.92,0.152,0.072,0.634
Peru,2005,31.57163693,1648.702118,29.92293481,3.6481764,21.34672558,3.922157118,0.286256269,0.966236796,46.344,0.263,0.141,1.017
Suriname,2005,,,1.686770709,0,1.671882482,0.006772312,0.0,0.105233583,61.986,0.44,0.234,3.216
Trinidad and Tobago,2005,24.18563366,7084.140138,17.10149352,0,3.623785874,13.47121748,1.488107912,1.211781923,25.282,0.853,0.567,12.435
Uruguay,2005,5.344733493,6.95877,5.337774723,0.003036851,5.024308889,0.184408638,1.115348817,0.121045877,40.853,0.14,0.108,1.553
Venezuela,2005,363.6895822,221573.1431,142.1164391,0.14854538,88.12637307,53.67855731,1.852831125,2.053160439,52.805,0.236,0.234,5.266
Other Non-OECD Americas,2005,,,18.19596671,3.648320658,13.16267448,1.351749971,0.745585021,1.826859569,105.225,0.122,0.108,3.252
Bahrain,2005,24.04923212,3408.28161,20.64095051,0,3.530206706,17.1107438,0.0,1.734761695,46.123,1.035,0.515,22.788
Islamic Rep. of Iran,2005,555.1889501,133596.1605,421.5927896,4.754610297,226.6215839,190.0063919,2.996355351,2.71375376,57.787,1.227,0.452,5.953
Iraq,2005,108.9622981,36994.67678,71.96762132,0,68.46953694,3.495299373,0.326705552,1.996251431,63.017,0.7,0.336,2.479
Jordan,2005,19.03116433,408.5147975,18.62264953,0,15.37474962,3.246848026,0.248525563,0.975410567,66.034,0.743,0.326,3.25
Kuwait,2005,91.74069413,26607.19235,65.13350178,0,41.51142358,23.6220782,2.174815927,1.836806536,57.531,0.716,0.452,28.971
Lebanon,2005,14.75875365,6.994775,14.75175887,0.52746888,14.17930747,0.0,0.0,0.469535709,68.826,0.464,0.235,3.129
Oman,2005,44.28773316,18933.85013,25.35388303,0,10.54023934,14.81364369,0.121347851,0.691991193,60.702,0.522,0.269,10.018
Qatar,2005,52.47989521,19116.9312,33.36296402,0,6.701413959,26.66110875,0.0,1.447760524,47.58,0.66,0.448,39.119
Saudi Arabia,2005,369.2743323,69706.05888,299.5682734,0,198.8801361,100.6869603,7.162627021,5.497663741,55.116,0.666,0.282,12.178
Syrian Arab Republic ,2005,90.18926576,36301.76995,53.88749581,0.011702395,44.94450264,8.930601148,3.202112856,0.3348344,61.409,1.643,1.912,2.877
United Arab Emirates,2005,140.5041513,28601.2445,111.9029069,0.580244415,28.99805087,82.31940465,37.82955039,8.807741936,59.732,0.443,0.264,25.984
Yemen,2005,41.79020732,22728.10365,19.06210367,0,19.0551611,0.0,0.426261092,0.360345835,68.3,0.369,0.229,0.883
Canada,2006,575.4319889,45648.75608,529.7832328,110.1202689,252.1762742,165.1541061,2.281850427,9.874846069,45.488,0.385,0.376,16.04
Chile,2006,58.23760295,825.3386,57.41226435,13.4670947,34.22579997,8.525427125,3.943986153,1.224537491,45.039,0.318,0.19,3.39
Colombia,2006,71.24205355,17937.42167,53.30463188,10.31360594,29.25208185,12.81799877,1.523502534,1.985939808,42.968,0.258,0.12,1.225
Costa Rica,2006,,,6.254969793,0.005002131,6.089295839,0.0,0.280033053,0.564276724,33.967,0.151,0.103,1.399
Mexico,2006,488.8754083,54610.14943,434.2652589,52.45605152,258.6885861,120.6303107,2.816780628,8.965917094,55.542,0.435,0.228,3.943
United States,2006,5915.640902,235376.1333,5680.264768,2156.816755,2314.228496,1167.989653,89.08520897,69.23101902,58.284,0.349,0.349,18.749
Australia,2006,411.0994378,37324.6519,373.7747859,211.0936735,112.6778865,48.56564512,3.259513221,8.266186513,74.83,0.383,0.425,18.068
Israel,2006,62.80161848,231.5499675,62.57006851,30.66591418,27.35941583,4.541564382,0.821521869,3.411911414,72.829,0.287,0.29,8.748
Japan,2006,1175.950034,4301.344625,1171.64869,400.4116741,575.2486593,186.4821016,18.85710166,20.2070557,53.367,0.271,0.231,9.082
Korea,2006,472.5681585,3868.61075,468.6995478,211.5828447,178.8233269,68.73376134,33.64756737,8.915263499,51.93,0.432,0.328,9.594
New Zealand,2006,35.19817867,889.7427185,34.30843595,8.981989971,18.339259,6.84406083,0.983127202,2.192225866,48.288,0.229,0.236,8.034
Austria,2006,,,73.7112516,16.33022636,36.90922698,17.04796716,0.065314603,1.997868553,50.769,0.205,0.182,8.726
Belgium,2006,,,105.9844688,19.3812097,51.1396226,32.52823083,26.68014498,3.620223792,43.649,0.254,0.226,9.952
Czech Republic,2006,,,122.4519028,81.73639434,21.70751185,17.57321305,0.0,0.999212379,62.354,0.74,0.389,11.766
Denmark,2006,60.14725851,2763.663485,57.38359502,22.17301553,22.42769839,10.73379938,3.213523644,2.567207524,66.427,0.193,0.21,10.373
Estonia,2006,16.00651526,65.1616778,15.94135359,10.93810021,3.245014336,1.62551878,0.674561904,0.155119071,69.4,0.721,0.429,11.606
Finland,2006,,,67.98137562,31.82707552,25.71506083,8.951847682,1.768420129,1.392748434,42.408,0.286,0.288,12.619
France,2006,371.0249883,2195.836825,368.8291515,52.82540015,219.4922175,89.78154901,8.552427618,17.02658108,32.286,0.159,0.142,5.698
Germany,2006,817.1973878,8400.586425,808.7968014,342.5998507,281.7988894,172.4345919,8.20803536,23.57834056,54.669,0.264,0.228,9.839
Greece,2006,,,95.27424275,35.52112989,53.29795526,6.13292092,9.881371552,2.791645944,74.2,0.365,0.247,8.539
Hungary,2006,,,55.09943991,12.32038812,16.71922103,25.27739198,0.0,0.811668114,46.531,0.458,0.217,5.378
Iceland,2006,,,2.27972781,0.372609165,1.905665652,0.0,0.110301364,0.531888612,13.411,0.146,0.157,7.398
